"","answer","word","n","total","rank","term frequency"
"559","answer6","harsh",1,538,74,0.00185873605947955
"560","answer6","helped",1,538,75,0.00185873605947955
"561","answer6","house",1,538,76,0.00185873605947955
"562","answer6","impacting",1,538,77,0.00185873605947955
"563","answer6","impacts",1,538,78,0.00185873605947955
"564","answer6","importance",1,538,79,0.00185873605947955
"565","answer6","impose",1,538,80,0.00185873605947955
"566","answer6","inflation",1,538,81,0.00185873605947955
"567","answer6","initiative",1,538,82,0.00185873605947955
"568","answer6","intended",1,538,83,0.00185873605947955
"569","answer6","investors",1,538,84,0.00185873605947955
"570","answer6","jinping",1,538,85,0.00185873605947955
"571","answer6","largest",1,538,86,0.00185873605947955
"572","answer6","late",1,538,87,0.00185873605947955
"573","answer6","leadership",1,538,88,0.00185873605947955
"574","answer6","learned",1,538,89,0.00185873605947955
"575","answer6","left",1,538,90,0.00185873605947955
"576","answer6","lose",1,538,91,0.00185873605947955
"577","answer6","macroeconomics",1,538,92,0.00185873605947955
"578","answer6","march",1,538,93,0.00185873605947955
"579","answer6","market",1,538,94,0.00185873605947955
"580","answer6","meet",1,538,95,0.00185873605947955
"581","answer6","meeting",1,538,96,0.00185873605947955
"582","answer6","meetings",1,538,97,0.00185873605947955
"583","answer6","millions",1,538,98,0.00185873605947955
"584","answer6","moderate",1,538,99,0.00185873605947955
"585","answer6","money",1,538,100,0.00185873605947955
"586","answer6","morning",1,538,101,0.00185873605947955
"587","answer6","nation",1,538,102,0.00185873605947955
"588","answer6","negatively",1,538,103,0.00185873605947955
"589","answer6","negotiate",1,538,104,0.00185873605947955
"590","answer6","net",1,538,105,0.00185873605947955
"591","answer6","news",1,538,106,0.00185873605947955
"592","answer6","obama",1,538,107,0.00185873605947955
"593","answer6","official",1,538,108,0.00185873605947955
"594","answer6","officials",1,538,109,0.00185873605947955
"595","answer6","opposite",1,538,110,0.00185873605947955
"596","answer6","pacific",1,538,111,0.00185873605947955
"597","answer6","partnership",1,538,112,0.00185873605947955
"598","answer6","past",1,538,113,0.00185873605947955
"599","answer6","percent",1,538,114,0.00185873605947955
"600","answer6","policy",1,538,115,0.00185873605947955
"601","answer6","poor",1,538,116,0.00185873605947955
"602","answer6","positively",1,538,117,0.00185873605947955
"603","answer6","power",1,538,118,0.00185873605947955
"604","answer6","presence",1,538,119,0.00185873605947955
"605","answer6","president",1,538,120,0.00185873605947955
"606","answer6","previously",1,538,121,0.00185873605947955
"607","answer6","published",1,538,122,0.00185873605947955
"608","answer6","purchase",1,538,123,0.00185873605947955
"609","answer6","push",1,538,124,0.00185873605947955
"610","answer6","quinn",1,538,125,0.00185873605947955
"611","answer6","reaction",1,538,126,0.00185873605947955
"612","answer6","read",1,538,127,0.00185873605947955
"613","answer6","relates",1,538,128,0.00185873605947955
"614","answer6","relationship",1,538,129,0.00185873605947955
"615","answer6","reporters",1,538,130,0.00185873605947955
"616","answer6","respond",1,538,131,0.00185873605947955
"617","answer6","rid",1,538,132,0.00185873605947955
"618","answer6","secrets",1,538,133,0.00185873605947955
"619","answer6","senior",1,538,134,0.00185873605947955
"620","answer6","sensitive",1,538,135,0.00185873605947955
"621","answer6","signature",1,538,136,0.00185873605947955
"622","answer6","significantly",1,538,137,0.00185873605947955
"623","answer6","steel",1,538,138,0.00185873605947955
"624","answer6","steps",1,538,139,0.00185873605947955
"625","answer6","stressed",1,538,140,0.00185873605947955
"626","answer6","symbol",1,538,141,0.00185873605947955
"627","answer6","tack",1,538,142,0.00185873605947955
"628","answer6","tactics",1,538,143,0.00185873605947955
"629","answer6","target",1,538,144,0.00185873605947955
"630","answer6","terrible",1,538,145,0.00185873605947955
"631","answer6","threats",1,538,146,0.00185873605947955
"632","answer6","thursday",1,538,147,0.00185873605947955
"633","answer6","times",1,538,148,0.00185873605947955
"634","answer6","told",1,538,149,0.00185873605947955
"635","answer6","topic",1,538,150,0.00185873605947955
"636","answer6","trans",1,538,151,0.00185873605947955
"637","answer6","unemployment",1,538,152,0.00185873605947955
"638","answer6","war",1,538,153,0.00185873605947955
"639","answer6","week",1,538,154,0.00185873605947955
"640","answer6","westinghouse",1,538,155,0.00185873605947955
"641","answer6","white",1,538,156,0.00185873605947955
"642","answer6","york",1,538,157,0.00185873605947955
"643","answer7","decrease",6,284,1,0.0211267605633803
"644","answer7","economy",6,284,2,0.0211267605633803
"645","answer7","inflation",6,284,3,0.0211267605633803
"646","answer7","article",3,284,4,0.0105633802816901
"647","answer7","increase",3,284,5,0.0105633802816901
"648","answer7","monetary",3,284,6,0.0105633802816901
"649","answer7","money",3,284,7,0.0105633802816901
"650","answer7","policy",3,284,8,0.0105633802816901
"651","answer7","supply",3,284,9,0.0105633802816901
"652","answer7","yellen",3,284,10,0.0105633802816901
"653","answer7","actual",2,284,11,0.00704225352112676
"654","answer7","class",2,284,12,0.00704225352112676
"655","answer7","directly",2,284,13,0.00704225352112676
"656","answer7","expectations",2,284,14,0.00704225352112676
"657","answer7","hand",2,284,15,0.00704225352112676
"658","answer7","janet",2,284,16,0.00704225352112676
"659","answer7","rate",2,284,17,0.00704225352112676
"660","answer7","rates",2,284,18,0.00704225352112676
"661","answer7","recession",2,284,19,0.00704225352112676
"662","answer7","relates",2,284,20,0.00704225352112676
"663","answer7","aggregate",1,284,21,0.00352112676056338
"664","answer7","bad",1,284,22,0.00352112676056338
"665","answer7","causing",1,284,23,0.00352112676056338
"666","answer7","coming",1,284,24,0.00352112676056338
"667","answer7","contractionary",1,284,25,0.00352112676056338
"668","answer7","country",1,284,26,0.00352112676056338
"669","answer7","demand",1,284,27,0.00352112676056338
"670","answer7","dollars",1,284,28,0.00352112676056338
"671","answer7","drop",1,284,29,0.00352112676056338
"672","answer7","dug",1,284,30,0.00352112676056338
"673","answer7","ethical",1,284,31,0.00352112676056338
"674","answer7","expansionary",1,284,32,0.00352112676056338
"675","answer7","expect",1,284,33,0.00352112676056338
"676","answer7","falling",1,284,34,0.00352112676056338
"677","answer7","found",1,284,35,0.00352112676056338
"678","answer7","funds",1,284,36,0.00352112676056338
"679","answer7","goals",1,284,37,0.00352112676056338
"680","answer7","gradually",1,284,38,0.00352112676056338
"681","answer7","growing",1,284,39,0.00352112676056338
"682","answer7","growth",1,284,40,0.00352112676056338
"683","answer7","happening",1,284,41,0.00352112676056338
"684","answer7","increases",1,284,42,0.00352112676056338
"685","answer7","investment",1,284,43,0.00352112676056338
"686","answer7","keeping",1,284,44,0.00352112676056338
"687","answer7","leading",1,284,45,0.00352112676056338
"688","answer7","level",1,284,46,0.00352112676056338
"689","answer7","loanable",1,284,47,0.00352112676056338
"690","answer7","macroeconomics",1,284,48,0.00352112676056338
"691","answer7","maintain",1,284,49,0.00352112676056338
"692","answer7","match",1,284,50,0.00352112676056338
"693","answer7","past",1,284,51,0.00352112676056338
"694","answer7","people",1,284,52,0.00352112676056338
"695","answer7","person",1,284,53,0.00352112676056338
"696","answer7","prices",1,284,54,0.00352112676056338
"697","answer7","production",1,284,55,0.00352112676056338
"698","answer7","public",1,284,56,0.00352112676056338
"699","answer7","reduce",1,284,57,0.00352112676056338
"700","answer7","response",1,284,58,0.00352112676056338
"701","answer7","reviving",1,284,59,0.00352112676056338
"702","answer7","rise",1,284,60,0.00352112676056338
"703","answer7","rising",1,284,61,0.00352112676056338
"704","answer7","shift",1,284,62,0.00352112676056338
"705","answer7","shifting",1,284,63,0.00352112676056338
"706","answer7","spending",1,284,64,0.00352112676056338
"707","answer7","starting",1,284,65,0.00352112676056338
"708","answer7","stimulative",1,284,66,0.00352112676056338
"709","answer7","target",1,284,67,0.00352112676056338
"710","answer7","times",1,284,68,0.00352112676056338
"711","answer7","trillion",1,284,69,0.00352112676056338
"712","answer7","unemployment",1,284,70,0.00352112676056338
